rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
77,2006,Protective and damaging effects of stress mediators: central role of the brain,B. McEwen,Dialogues in Clinical Neuroscience,2006-12-01,1101,47,167.49,Cognitive and Systems Neuroscience,human;non-human,"The mind involves the whole body, and two-way communication between the brain and the cardiovascular, immune, and other systems via neural and endocrine mechanisms.","high citation signal (1,101); recognized venue; open-access PDF metadata; human evidence signal","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.31887/DCNS.2006.8.4/bmcewen,bfcf6f7e8aeea0388fa7bd7c870f36cc5e6fa449,https://doi.org/10.31887/DCNS.2006.8.4/bmcewen,https://doi.org/10.31887/dcns.2006.8.4/bmcewen,,Review; JournalArticle,unknown,brain; cortex; neural; hippocampus; amygdala; prefrontal; brain in title; neuroscience term,"The mind involves the whole body, and two-way communication between the brain and the cardiovascular, immune, and other systems via neural and endocrine mechanisms. Stress is a condition of the mind-body interaction, and a factor in the expression of disease that differs among individuals. It is not just the dramatic stressful events that exact their toll, but rather the many events of daily life that elevate and sustain activities of physiological systems and cause sleep deprivation, overeating, and other health-damaging behaviors, producing the feeling of being ""stressed out."" Over time, this results in wear and tear on the body, which is called ""allostatic load,"" and it reflects not only the impact of life experiences but also of genetic load, individual lifestyle habits reflecting items such as diet, exercise, and substance abuse, and developmental experiences that set life-long patterns of behavior and physiological reactivity. Hormones associated with stress and allostatic load protect the body in the short run and promote adaptation by the process known as allostasis, but in the long run allostatic load causes changes in the body that can lead to disease. The brain is the key organ of stress, allostasis, and allostatic load, because it determines what is threatening and therefore stressful, and also determines the physiological and behavioral responses. Brain regions such as the hippocampus, amygdala, and prefrontal cortex respond to acute and chronic stress by undergoing structural remodeling, which alters behavioral and physiological responses. Translational studies in humans with structural and functional imaging reveal smaller hippocampal volume in stress-related conditions, such as mild cognitive impairment in aging and prolonged major depressive illness, as well as in individuals with low self-esteem. Alterations in amygdala and prefrontal cortex are also reported. Besides Pharmaceuticals, approaches to alleviate chronic stress and reduce allostatic load and the incidence of diseases of modern life include lifestyle change, and policies of government and business that would improve the ability of individuals to reduce their own chronic stress burden."
78,2006,Analysis of functional image analysis contest (FIAC) data with brainvoyager QX: From single-subject to cortically aligned group general linear model analysis and self-organizing group independent component analysis,"R. Goebel, F. Esposito, E. Formisano",Human Brain Mapping,2006-05-01,1092,194,152.14,Neuroimaging and Brain Mapping,human,Positions Analysis of functional image analysis contest (FIAC) data with brainvoyager QX: From single-subject to cortically aligned group general linear model analysis and self-organizing group independent component analysis within Neuroimaging and Brain Mapping.,"high citation signal (1,092); recognized venue; open-access PDF metadata; human evidence signal","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1002/hbm.20249,0fcd0c35fb25535e0b106caf6e99c4cb85a07c23,https://doi.org/10.1002/hbm.20249,https://europepmc.org/articles/pmc6871277?pdf=render,,JournalArticle,unknown,brain; cortical; brain in title,
79,2006,Making Working Memory Work: A Computational Model of Learning in the Prefrontal Cortex and Basal Ganglia,"R. O'Reilly, Michael J Frank",Neural Computation,2006-02-01,1069,72,142.56,Cognitive and Systems Neuroscience,,Positions Making Working Memory Work: A Computational Model of Learning in the Prefrontal Cortex and Basal Ganglia within Cognitive and Systems Neuroscience.,"high citation signal (1,069); open-access PDF metadata","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1162/089976606775093909,71b93e4fd006c09ad127d27e963021fcbdbd95d8,https://doi.org/10.1162/089976606775093909,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.319.2711&rep=rep1&type=pdf,,JournalArticle,unknown,cortex; basal ganglia; prefrontal; glia; neuroscience term,
80,2006,"The epidemiology of cerebral palsy: Incidence, impairments and risk factors","E. Odding, M. Roebroeck, H. Stam",Disability and Rehabilitation,2006-01-01,1069,63,127.56,General Brain Science and Reviews,,"Positions The epidemiology of cerebral palsy: Incidence, impairments and risk factors within General Brain Science and Reviews.","high citation signal (1,069)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1080/09638280500158422,e4556873e391d3958908f5be78db16df30bc3642,https://doi.org/10.1080/09638280500158422,,,Review; JournalArticle,unknown,cerebral,
81,2006,Neuronal correlates of theory of mind and empathy: A functional magnetic resonance imaging study in a nonverbal task,"B. Völlm, A. N. Taylor, P. Richardson, R. Corcoran, J. Stirling, S. Mckie, et al.",NeuroImage,2006,1068,47,149.14,"Cellular, Molecular, and Synaptic Neuroscience",MRI;fMRI;human,"Positions Neuronal correlates of theory of mind and empathy: A functional magnetic resonance imaging study in a nonverbal task within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,068); recognized venue; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/J.NEUROIMAGE.2005.07.022,8e0a4aff2383388644f7bb2c147eec880be9a0e6,https://doi.org/10.1016/J.NEUROIMAGE.2005.07.022,,,JournalArticle; ClinicalTrial,unknown,neuron; neuroscience term,
82,2006,Role of brain insulin receptor in control of body weight and reproduction.,"J. Brüning, D. Gautam, D. Burks, J. Gillette, M. Schubert, P. Orban, et al.",Science,2006-10-13,1068,50,145.54,General Brain Science and Reviews,,Positions Role of brain insulin receptor in control of body weight and reproduction. within General Brain Science and Reviews.,"high citation signal (1,068); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1055/S-2006-954676,1314b211e0423869e421990a14eb0e64c9fa71e7,https://doi.org/10.1055/S-2006-954676,,,JournalArticle,unknown,brain; brain in title,
83,2006,Amygdala and Ventromedial Prefrontal Cortex Are Inversely Coupled during Regulation of Negative Affect and Predict the Diurnal Pattern of Cortisol Secretion among Older Adults,"Heather L. Urry, C. V. van Reekum, T. Johnstone, N. Kalin, Marchell E. Thurow, Hillary S. Schaefer, et al.",Journal of Neuroscience,2006-04-19,1061,90,159.22,Cognitive and Systems Neuroscience,MRI;fMRI;human;non-human,"Among younger adults, the ability to willfully regulate negative affect, enabling effective responses to stressful experiences, engages regions of prefrontal cortex (PFC) and the amygdala.","high citation signal (1,061); recognized venue; open-access PDF metadata; human evidence signal","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1523/JNEUROSCI.3215-05.2006,9e0e757f71e3cb13722bf77231178a05229ee000,https://doi.org/10.1523/JNEUROSCI.3215-05.2006,https://www.jneurosci.org/content/jneuro/26/16/4415.full.pdf,,JournalArticle; Study,unknown,brain; cortex; amygdala; prefrontal; neuroscience term,"Among younger adults, the ability to willfully regulate negative affect, enabling effective responses to stressful experiences, engages regions of prefrontal cortex (PFC) and the amygdala. Because regions of PFC and the amygdala are known to influence the hypothalamic-pituitary-adrenal axis, here we test whether PFC and amygdala responses during emotion regulation predict the diurnal pattern of salivary cortisol secretion. We also test whether PFC and amygdala regions are engaged during emotion regulation in older (62- to 64-year-old) rather than younger individuals. We measured brain activity using functional magnetic resonance imaging as participants regulated (increased or decreased) their affective responses or attended to negative picture stimuli. We also collected saliva samples for 1 week at home for cortisol assay. Consistent with previous work in younger samples, increasing negative affect resulted in ventral lateral, dorsolateral, and dorsomedial regions of PFC and amygdala activation. In contrast to previous work, decreasing negative affect did not produce the predicted robust pattern of higher PFC and lower amygdala activation. Individuals demonstrating the predicted effect (decrease < attend in the amygdala), however, exhibited higher signal in ventromedial prefrontal cortex (VMPFC) for the same contrast. Furthermore, participants displaying higher VMPFC and lower amygdala signal when decreasing compared with the attention control condition evidenced steeper, more normative declines in cortisol over the course of the day. Individual differences yielded the predicted link between brain function while reducing negative affect in the laboratory and diurnal regulation of endocrine activity in the home environment."
84,2006,Expression of ghrelin receptor mRNA in the rat and the mouse brain,"J. Zigman, Juli E. Jones, Charlotte E. Lee, C. Saper, J. Elmquist",The Journal of comparative neurology,2006-01-20,1029,79,149.07,Clinical Neurology and Neurodegeneration,non-human,Positions Expression of ghrelin receptor mRNA in the rat and the mouse brain within Clinical Neurology and Neurodegeneration.,"high citation signal (1,029); recognized venue; open-access PDF metadata","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.20823,79d7a96370896ea04badbc2e1eff586a1a896ab1,https://doi.org/10.1002/cne.20823,https://europepmc.org/articles/pmc4524499?pdf=render,,JournalArticle; Study,unknown,brain; brain in title,
85,2006,Investigating emotion with music: An fMRI study,"S. Koelsch, T. Fritz, D. Yves v. Cramon, K. Müller, A. Friederici",Human Brain Mapping,2006-03-01,1028,68,146.25,Neuroimaging and Brain Mapping,fMRI;human,Positions Investigating emotion with music: An fMRI study within Neuroimaging and Brain Mapping.,"high citation signal (1,028); recognized venue; open-access PDF metadata; human evidence signal","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1002/hbm.20180,a2de57646e941e4a1c4e9c2a13ba1be716cf2a9f,https://doi.org/10.1002/hbm.20180,https://europepmc.org/articles/pmc6871371?pdf=render,,JournalArticle,unknown,fmri; mri,
86,2006,Brain tumour stem cells,"A. Vescovi, R. Galli, B. Reynolds",Nature Reviews. Cancer,2006-06-01,1018,48,144.68,General Brain Science and Reviews,,Positions Brain tumour stem cells within General Brain Science and Reviews.,"high citation signal (1,018); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/nrc1889,c0dca9604e5f593135659390c6419174a8b90919,https://doi.org/10.1038/nrc1889,,,Review; JournalArticle,unknown,brain; brain in title,
87,2006,Diminishing Reciprocal Fairness by Disrupting the Right Prefrontal Cortex,"D. Knoch, Á. Pascual-Leone, K. Meyer, V. Treyer, E. Fehr",Science,2006-11-03,1015,72,149.63,Cognitive and Systems Neuroscience,,Positions Diminishing Reciprocal Fairness by Disrupting the Right Prefrontal Cortex within Cognitive and Systems Neuroscience.,"high citation signal (1,015); recognized venue; open-access PDF metadata","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.1129156,8cbc615128f7177ca1161f4d23e6528d0765d6a0,https://doi.org/10.1126/SCIENCE.1129156,https://www.science.org/cms/asset/e6a18072-2425-47bd-a16e-8cdf77769d4c/pap.pdf,,JournalArticle,unknown,cortex; prefrontal; neuroscience term,
88,2006,Principles of two-photon excitation microscopy and its applications to neuroscience.,"K. Svoboda, R. Yasuda",Neuron,2006-06-15,1014,22,147.61,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Principles of two-photon excitation microscopy and its applications to neuroscience. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,014); recognized venue; open-access PDF metadata","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/J.NEURON.2006.05.019,a340bbab392db5b78fc67b5741730dd56af8e30e,https://doi.org/10.1016/J.NEURON.2006.05.019,http://www.cell.com/article/S0896627306004119/pdf,,Review; JournalArticle,unknown,neuroscience; neuroscience term,
89,2006,Origin of Oligodendrocytes in the Subventricular Zone of the Adult Brain,"B. Menn, J. García-Verdugo, Cynthia Yaschine, Ó. González-Pérez, D. Rowitch, A. Álvarez-Buylla",Journal of Neuroscience,2006-07-26,1013,107,161.99,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,Glial fibrillary acidic protein (GFAP)-positive astrocytes (type B cells) in the subventricular zone (SVZ) generate large numbers of new neurons in the adult brain.,"high citation signal (1,013); recognized venue; open-access PDF metadata; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1523/JNEUROSCI.1299-06.2006,c4191ff02dab3bc63b04d0f00476e55b25a9002e,https://doi.org/10.1523/JNEUROSCI.1299-06.2006,https://doi.org/10.1523/jneurosci.1299-06.2006,,JournalArticle,unknown,brain; neuron; neural; glia; brain in title; neuroscience term,"Glial fibrillary acidic protein (GFAP)-positive astrocytes (type B cells) in the subventricular zone (SVZ) generate large numbers of new neurons in the adult brain. SVZ stem cells can also generate oligodendrocytes in vitro, but it is not known whether these adult primary progenitors generate oligodendrocytes in vivo. Myelin repair and oligodendrocyte formation in the adult brain is instead associated with glial-restricted progenitors cells, known as oligodendrocyte progenitor cells (OPCs). Here we show that type B cells also generate a small number of nonmyelinating NG2-positive OPCs and mature myelinating oligodendrocytes. Some type B cells and a small subpopulation of actively dividing type C (transit-amplifying) cells expressed oligodendrocyte lineage transcription factor 2 (Olig2), suggesting that oligodendrocyte differentiation in the SVZ begins early in the lineage. Olig2-positive, polysialylated neural cell adhesion molecule-positive, PDGF receptor α-positive, and β-tubulin-negative cells originating in the SVZ migrated into corpus callosum, striatum, and fimbria fornix to differentiate into the NG2-positive nonmyelinating and mature myelinating oligodendrocytes. Furthermore, primary clonal cultures of type B cells gave rise to oligodendrocytes alone or oligodendrocytes and neurons. Importantly, the number of oligodendrocytes derived from type B cells in vivo increased fourfold after a demyelinating lesion in corpus callosum, indicating that SVZ astrocytes participate in myelin repair in the adult brain. Our work identifies SVZ type B cells as progenitors of oligodendrocytes in normal and injured adult brain."
90,2006,Towards a true neural stance on consciousness.,V. Lamme,Trends in Cognitive Sciences,2006-11-01,1009,72,138.52,General Brain Science and Reviews,,Positions Towards a true neural stance on consciousness. within General Brain Science and Reviews.,"high citation signal (1,009); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/J.TICS.2006.09.001,7bb0e25195329956ac3dd49eb38c4c7e880d78b0,https://doi.org/10.1016/J.TICS.2006.09.001,,,Review; JournalArticle,unknown,neural,
91,2006,Long-lasting neural and behavioral effects of iron deficiency in infancy.,"B. Lozoff, J. Beard, J. Connor, Felt Barbara, M. Georgieff, T. Schallert",Nutrition reviews,2006-05-01,1007,24,129.48,Cognitive and Systems Neuroscience,,Positions Long-lasting neural and behavioral effects of iron deficiency in infancy. within Cognitive and Systems Neuroscience.,"high citation signal (1,007); open-access PDF metadata","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1301/NR.2006.MAY.S34-S43,af8e9635de66a3581445b8d68e5fe9bf98168a97,https://doi.org/10.1301/NR.2006.MAY.S34-S43,http://deepblue.lib.umich.edu/bitstream/2027.42/72379/1/j.1753-4887.2006.tb00243.x.pdf,,Review; JournalArticle,unknown,neural,
92,2006,Subthalamic nucleus deep brain stimulation: Summary and meta-analysis of outcomes,"G. Kleiner-Fisman, J. Herzog, D. Fisman, F. Tamma, K. Lyons, R. Pahwa, et al.",Movement Disorders,2006-06-01,994,50,133.45,"Brain Stimulation, Neurotechnology, and BCI",stimulation,"Positions Subthalamic nucleus deep brain stimulation: Summary and meta-analysis of outcomes within Brain Stimulation, Neurotechnology, and BCI.",high citation signal (994),"Small cohorts, invasive risk, device maintenance, and long-term stability remain major translation barriers.; Closed-loop effects are hard to separate from placebo, training, medication, and disease fluctuation.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1002/mds.20962,5fa209c49013e7432378338e74485ac7aa4e3ad2,https://doi.org/10.1002/mds.20962,,,Review; MetaAnalysis; JournalArticle,unknown,brain; brain in title,
93,2006,Emotion and attention: event-related brain potential studies.,"H. Schupp, Tobias Flaisch, Jessica Stockburger, M. Junghöfer",Progress in Brain Research,2006,992,85,147.21,Cognitive and Systems Neuroscience,,Positions Emotion and attention: event-related brain potential studies. within Cognitive and Systems Neuroscience.,high citation signal (992); recognized venue; open-access PDF metadata,"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S0079-6123(06)56002-9,17afa8360f719a87249248a61658fd4b0800d51b,https://doi.org/10.1016/S0079-6123(06)56002-9,https://kops.uni-konstanz.de/bitstreams/f3fd1d74-b7f6-4f43-84c6-9bba8eacf851/download,,Review; JournalArticle,unknown,brain; brain in title,
94,2006,Mouse and rat BDNF gene structure and expression revisited,"Tamara Aid, A. Kazantseva, M. Piirsoo, Kaia Palm, T. Timmusk",Journal of Neuroscience Research,2006-12-05,988,82,145.54,Cognitive and Systems Neuroscience,human;non-human,"Brain-derived neurotrophic factor (BDNF) has important functions in the development of the nervous system and in brain plasticity-related processes such as memory, learning, and drug addiction.",high citation signal (988); recognized venue; open-access PDF metadata; human evidence signal,"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/jnr.21139,7d76a93c05cd5ec66e7da11a931ce774c0df41a7,https://doi.org/10.1002/jnr.21139,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jnr.21139,,JournalArticle,unknown,brain; neural,"Brain-derived neurotrophic factor (BDNF) has important functions in the development of the nervous system and in brain plasticity-related processes such as memory, learning, and drug addiction. Despite the fact that the function and regulation of rodent BDNF gene expression have received close attention during the last decade, knowledge of the structural organization of mouse and rat BDNF gene has remained incomplete. We have identified and characterized several mouse and rat BDNF transcripts containing novel 5′ untranslated exons and introduced a new numbering system for mouse and rat BDNF exons. According to our results both mouse and rat BDNF gene consist of eight 5′ untranslated exons and one protein coding 3′ exon. Transcription of the gene results in BDNF transcripts containing one of the eight 5′ exons spliced to the protein coding exon and in a transcript containing only 5′ extended protein coding exon. We also report the distinct tissue-specific expression profiles of each of the mouse and rat 5′ exon-specific transcripts in different brain regions and nonneural tissues. In addition, we show that kainic acid-induced seizures that lead to changes in cellular Ca2+ levels as well as inhibition of DNA methylation and histone deacetylation contribute to the differential regulation of the expression of BDNF transcripts. Finally, we confirm that mouse and rat BDNF gene loci do not encode antisense mRNA transcripts, suggesting that mechanisms of regulation for rodent and human BDNF genes differ substantially. © 2006 Wiley-Liss, Inc."
95,2006,Pallidal deep-brain stimulation in primary generalized or segmental dystonia.,"A. Kupsch, R. Benecke, Jörg Müller, T. Trottenberg, G. Schneider, W. Poewe, et al.",New England Journal of Medicine,2006-11-09,986,39,136.3,"Brain Stimulation, Neurotechnology, and BCI",stimulation,"Positions Pallidal deep-brain stimulation in primary generalized or segmental dystonia. within Brain Stimulation, Neurotechnology, and BCI.",high citation signal (986); open-access PDF metadata,"Small cohorts, invasive risk, device maintenance, and long-term stability remain major translation barriers.; Closed-loop effects are hard to separate from placebo, training, medication, and disease fluctuation.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1056/NEJMOA063618,5169388c19b29ba5a9c0cc91a74b9745b6c12280,https://doi.org/10.1056/NEJMOA063618,https://www.nejm.org/doi/pdf/10.1056/NEJMoa063618?articleTools=true,,Study; JournalArticle; Review,unknown,brain; brain in title,
96,2006,Automatic anatomical brain MRI segmentation combining label propagation and decision fusion,"R. Heckemann, J. Hajnal, P. Aljabar, D. Rueckert, A. Hammers",NeuroImage,2006-10-15,983,72,147.25,Neuroimaging and Brain Mapping,MRI,Positions Automatic anatomical brain MRI segmentation combining label propagation and decision fusion within Neuroimaging and Brain Mapping.,high citation signal (983); recognized venue,"Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1016/J.NEUROIMAGE.2006.05.061,f5a29eb7f645fcbd6bf6016b6ec75f98d1fc95b1,https://doi.org/10.1016/J.NEUROIMAGE.2006.05.061,,,JournalArticle,unknown,brain; mri; brain in title,
97,2006,Exogenous Induction of Cerebral ß-Amyloidogenesis Is Governed by Agent and Host,"Melanie Meyer-Luehmann, Janaky Coomaraswamy, T. Bolmont, S. Kaeser, C. Schaefer, E. Kilger, et al.",Science,2006-09-22,982,43,138.03,General Brain Science and Reviews,,Positions Exogenous Induction of Cerebral ß-Amyloidogenesis Is Governed by Agent and Host within General Brain Science and Reviews.,high citation signal (982); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/science.1131864,a2b5a9210ee24e3b1dac162ef13f1ffa9a05a4ad,https://doi.org/10.1126/science.1131864,,,JournalArticle,unknown,cerebral,
98,2006,A spatially unbiased atlas template of the human cerebellum,J. Diedrichsen,NeuroImage,2006-10-15,972,154,140.25,General Brain Science and Reviews,human;connectome,Positions A spatially unbiased atlas template of the human cerebellum within General Brain Science and Reviews.,high citation signal (972); recognized venue; human evidence signal,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/j.neuroimage.2006.05.056,22d07710f4429cde4604081215ce959985865fc7,https://doi.org/10.1016/j.neuroimage.2006.05.056,,,JournalArticle,unknown,cerebellum,
99,2006,Ageing and the brain,R. Peters,Postgraduate medical journal,2006-02-01,969,50,134.79,General Brain Science and Reviews,,Positions Ageing and the brain within General Brain Science and Reviews.,high citation signal (969); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1136/pgmj.2005.036665,47420ba0b574c4a90e0ccbbfb00d0280818e8c20,https://doi.org/10.1136/pgmj.2005.036665,https://academic.oup.com/pmj/article-pdf/82/964/84/50024177/postgradmedj-82-84.pdf,,Review; JournalArticle,unknown,brain; brain in title,
100,2006,The primate amygdala represents the positive and negative value of visual stimuli during learning,"Joseph J. Paton, Marina A. Belova, Sara E. Morrison, C. Salzman",Nature,2006-02-16,941,60,141.46,Cognitive and Systems Neuroscience,non-human,Positions The primate amygdala represents the positive and negative value of visual stimuli during learning within Cognitive and Systems Neuroscience.,high citation signal (941); recognized venue; open-access PDF metadata,"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/nature04490,7f05d466841a04d1647c145482b99bb68bde545e,https://doi.org/10.1038/nature04490,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2396495,,JournalArticle,unknown,amygdala,
